Customer ID,Location,Platform,Rating,Review Text,Sentiment
CUST1010,Mumbai,App,3,hotel moderate moderate location stay stay experience moderate service location moderate trip hotel moderate service room moderate location okay hotel service service okay okay service moderate experience hotel hotel moderate stay okay stay moderate location trip experience trip location moderate room experience experience hotel moderate room room trip okay stay stay service service trip moderate hotel room trip moderate moderate okay moderate room service moderate experience stay room room hotel moderate hotel okay moderate service okay room okay,Neutral
CUST1011,Goa,App,2,bad unpleasant terrible poor poor experience unpleasant room poor poor stay trip hotel room room room hotel unpleasant hotel terrible hotel hotel service location hotel unpleasant bad unpleasant location trip poor hotel room stay hotel service terrible location trip service hotel stay unpleasant service hotel service unpleasant location terrible service unpleasant location unpleasant terrible terrible location trip location hotel experience location unpleasant stay unpleasant unpleasant bad experience stay unpleasant poor poor poor terrible unpleasant unpleasant stay service location location stay unpleasant experience stay terrible trip hotel poor experience poor service room service bad stay unpleasant unpleasant unpleasant poor unpleasant poor bad location room service hotel experience terrible unpleasant terrible service experience poor bad room hotel location stay trip bad terrible poor location service unpleasant poor room service unpleasant trip terrible location service unpleasant terrible poor experience trip stay service stay service service room room experience service trip poor trip trip poor bad service hotel location hotel experience trip unpleasant unpleasant experience room unpleasant experience location room trip poor hotel service terrible room room,Negative
CUST1012,Delhi,Web,2,service unpleasant poor hotel bad location unpleasant poor service trip unpleasant bad poor poor hotel stay room poor service experience bad poor service poor trip location stay bad poor experience poor service hotel poor service poor poor location hotel poor bad poor stay poor location poor hotel location hotel unpleasant poor bad poor stay bad stay bad room trip poor,Negative
CUST1013,Delhi,App,3,experience service acceptable hotel decent stay hotel room service acceptable experience experience experience room moderate location trip stay service hotel acceptable experience trip acceptable trip location acceptable acceptable hotel stay experience moderate service acceptable service moderate moderate service location hotel decent acceptable stay room acceptable hotel service acceptable moderate acceptable acceptable room acceptable stay service hotel service,Neutral
CUST1014,Goa,App,5,trip experience experience stay fantastic room location fantastic service hotel fantastic enjoyable trip enjoyable room fantastic location service fantastic fantastic service trip service trip recommended enjoyable fantastic enjoyable location room stay enjoyable hotel fantastic trip enjoyable hotel experience enjoyable recommended stay enjoyable enjoyable location fantastic room experience trip stay service location trip recommended location stay recommended stay hotel room enjoyable fantastic stay service hotel trip service fantastic recommended stay hotel service fantastic stay room location fantastic stay trip enjoyable room location trip fantastic room trip enjoyable fantastic trip location fantastic trip location service enjoyable room enjoyable room fantastic enjoyable fantastic trip recommended trip recommended fantastic enjoyable trip recommended enjoyable fantastic enjoyable service fantastic enjoyable recommended room experience enjoyable service service recommended hotel enjoyable trip location trip enjoyable hotel enjoyable recommended enjoyable enjoyable enjoyable enjoyable trip stay recommended experience experience trip enjoyable fantastic room trip fantastic room fantastic location enjoyable hotel trip recommended enjoyable recommended location hotel service fantastic hotel trip location,Positive
CUST1015,Delhi,App,5,pleasant stay recommended experience trip stay enjoyable trip trip trip pleasant location amazing location stay service stay enjoyable stay recommended room hotel hotel amazing pleasant stay recommended stay experience enjoyable pleasant experience room location stay pleasant recommended experience recommended stay stay recommended pleasant recommended recommended service stay location pleasant room room service hotel stay trip recommended stay amazing room pleasant recommended hotel experience stay pleasant hotel experience recommended recommended room hotel pleasant recommended service amazing experience room pleasant trip room experience trip recommended pleasant service stay location enjoyable experience trip trip location experience pleasant experience stay amazing room amazing pleasant hotel hotel location trip room stay location recommended stay pleasant trip recommended recommended pleasant experience amazing amazing room stay location location service amazing location trip recommended experience recommended trip room location amazing trip recommended trip trip experience service enjoyable pleasant pleasant stay trip location pleasant trip enjoyable pleasant recommended recommended service recommended trip room pleasant trip recommended recommended amazing recommended service pleasant recommended recommended enjoyable pleasant recommended room enjoyable enjoyable location trip stay location recommended stay recommended service recommended trip location service pleasant amazing pleasant pleasant experience experience stay,Positive
CUST1016,Bangalore,App,5,hotel hotel room fantastic enjoyable service room pleasant fantastic pleasant enjoyable recommended location hotel recommended amazing service fantastic location recommended enjoyable service enjoyable service hotel experience recommended recommended pleasant service stay room amazing pleasant pleasant fantastic trip room location location stay fantastic room location room fantastic enjoyable location trip pleasant room hotel trip service trip location fantastic amazing pleasant room experience hotel fantastic amazing recommended experience fantastic recommended location stay recommended amazing amazing stay pleasant location location stay fantastic experience fantastic experience pleasant amazing recommended enjoyable pleasant hotel fantastic room trip enjoyable experience amazing trip stay room enjoyable location location trip stay trip experience experience recommended location enjoyable fantastic amazing room recommended stay experience pleasant recommended amazing trip experience room stay fantastic fantastic fantastic location trip location room fantastic enjoyable fantastic experience service fantastic service enjoyable amazing fantastic amazing recommended room room service pleasant enjoyable pleasant service experience trip experience location trip amazing service fantastic fantastic pleasant experience recommended amazing enjoyable fantastic amazing location enjoyable hotel trip hotel hotel trip hotel hotel experience pleasant service fantastic fantastic pleasant experience location,Positive
CUST1017,Goa,App,3,moderate average stay stay service trip hotel experience hotel stay average experience average room experience decent moderate location hotel trip average service room experience room location average average trip location experience trip average average location stay experience average moderate moderate average stay experience hotel moderate service experience location average experience moderate average average average average stay hotel hotel average hotel hotel room hotel decent room service stay experience moderate experience location trip service room location average trip average trip trip location average moderate moderate average trip stay room average moderate experience average room average trip average location average average decent stay average moderate decent moderate experience average experience average hotel room moderate room experience moderate average average average hotel average stay moderate hotel average moderate experience,Neutral
CUST1018,Delhi,App,4,location location trip service fantastic fantastic hotel pleasant enjoyable great service fantastic enjoyable trip stay experience service amazing amazing room fantastic trip location service amazing fantastic amazing room great service experience room amazing service room stay amazing great service pleasant location recommended enjoyable trip stay room recommended location recommended experience experience stay stay stay stay enjoyable stay hotel hotel experience room trip service recommended pleasant trip amazing trip fantastic hotel pleasant service hotel hotel service experience hotel stay service room great service enjoyable location room service trip fantastic trip great service hotel service great service hotel trip location fantastic hotel room hotel stay recommended great service trip service location location trip great service service enjoyable stay hotel hotel amazing service pleasant recommended stay enjoyable amazing amazing experience enjoyable amazing experience service experience amazing experience room hotel location hotel trip room experience fantastic experience room recommended fantastic location stay amazing room room service recommended fantastic fantastic amazing fantastic amazing fantastic hotel fantastic hotel fantastic fantastic recommended pleasant fantastic service stay pleasant pleasant room amazing experience service trip room great service great service great service service trip great service experience room experience service great service fantastic trip experience stay pleasant,Positive
CUST1019,Jaipur,App,5,enjoyable stay service location trip amazing fantastic amazing fantastic trip enjoyable fantastic pleasant room fantastic pleasant service fantastic hotel room amazing amazing location location room fantastic fantastic pleasant trip room experience amazing hotel service stay stay pleasant stay service hotel fantastic amazing trip location service fantastic experience enjoyable service enjoyable room fantastic amazing location experience enjoyable room room enjoyable stay stay room amazing room amazing pleasant pleasant stay fantastic amazing trip room fantastic amazing trip,Positive
CUST1020,Jaipur,Web,5,hotel room hotel experience pleasant enjoyable experience fantastic experience pleasant room pleasant experience hotel experience trip pleasant enjoyable fantastic room great service pleasant great service fantastic stay recommended great service location experience pleasant great service pleasant service experience experience great service great service service trip experience great service experience great service great service room stay trip fantastic room pleasant great service hotel stay great service recommended recommended trip location enjoyable recommended location stay location hotel stay pleasant recommended recommended experience location experience recommended stay stay great service recommended stay recommended hotel experience experience service fantastic fantastic trip fantastic fantastic trip experience room trip,Positive
CUST1021,Jaipur,App,4,recommended location experience amazing fantastic recommended recommended trip amazing service recommended room room fantastic amazing recommended room hotel trip enjoyable room recommended trip enjoyable recommended hotel room service recommended recommended location recommended hotel recommended room service room fantastic stay fantastic recommended recommended hotel enjoyable service experience amazing recommended room fantastic hotel recommended recommended enjoyable amazing recommended experience location experience recommended location recommended amazing recommended room hotel trip service stay enjoyable hotel amazing fantastic service amazing location hotel amazing location recommended recommended service location recommended recommended fantastic stay amazing amazing recommended amazing,Positive
CUST1022,Delhi,Web,5,recommended great service enjoyable great service experience great service pleasant great service pleasant trip trip pleasant room great service trip stay room hotel great service enjoyable location stay pleasant trip great service location trip hotel great service great service great service stay pleasant enjoyable pleasant great service pleasant stay experience location stay hotel experience stay trip location experience stay recommended recommended room service enjoyable hotel pleasant recommended hotel service trip hotel enjoyable great service pleasant great service pleasant trip pleasant great service great service enjoyable great service experience service great service experience great service pleasant recommended experience great service room experience trip great service hotel service enjoyable room great service great service trip great service recommended service experience pleasant service great service great service stay great service experience great service experience pleasant trip great service pleasant pleasant service great service location,Positive
CUST1023,Goa,App,3,stay stay hotel trip experience experience okay trip room okay service decent decent trip decent trip trip location decent experience location room moderate room location decent stay,Neutral
CUST1024,Delhi,Web,1,bad hotel service service unpleasant unpleasant service experience hotel bad unpleasant terrible unpleasant unpleasant experience service bad experience unpleasant room experience unpleasant,Negative
CUST1025,Delhi,App,3,hotel acceptable experience stay acceptable service moderate acceptable moderate service service moderate acceptable moderate moderate hotel moderate room trip moderate room hotel hotel service experience room location acceptable service room decent moderate acceptable acceptable moderate service room acceptable moderate trip decent acceptable location location experience stay stay experience decent stay location moderate decent hotel location decent acceptable location hotel stay stay acceptable,Neutral
CUST1026,Delhi,App,5,trip enjoyable amazing service amazing location enjoyable recommended fantastic service enjoyable room recommended stay enjoyable enjoyable hotel hotel enjoyable hotel enjoyable hotel room stay location stay service stay recommended hotel experience experience stay recommended service location recommended fantastic enjoyable room experience enjoyable recommended recommended enjoyable stay experience room service location stay room service location recommended service stay experience stay location hotel enjoyable trip enjoyable recommended recommended recommended location trip experience enjoyable stay enjoyable service stay location recommended service recommended recommended room hotel recommended trip hotel trip enjoyable amazing experience recommended trip trip hotel stay trip recommended fantastic recommended fantastic stay enjoyable fantastic hotel location room amazing fantastic hotel recommended location trip recommended location enjoyable trip recommended enjoyable service service recommended amazing stay stay trip fantastic enjoyable recommended room enjoyable recommended amazing recommended recommended enjoyable room stay hotel location recommended trip amazing amazing trip service fantastic hotel trip recommended amazing recommended experience stay enjoyable fantastic trip amazing amazing enjoyable service recommended enjoyable location stay recommended enjoyable enjoyable,Positive
CUST1027,Mumbai,Web,1,bad stay unpleasant trip trip stay unpleasant terrible service bad service service experience stay stay bad trip hotel unpleasant service stay experience service bad stay bad room location stay trip experience bad hotel hotel unpleasant location trip experience unpleasant hotel bad location hotel service bad terrible experience unpleasant bad trip bad trip service service unpleasant hotel trip unpleasant bad experience location unpleasant bad unpleasant service bad stay terrible unpleasant hotel trip trip unpleasant room bad unpleasant unpleasant service stay hotel stay stay terrible terrible service trip hotel,Negative
CUST1028,Bangalore,App,3,trip hotel average hotel experience room room acceptable trip room room experience service stay acceptable average acceptable hotel acceptable average experience room stay okay average room experience service average acceptable room okay stay hotel location hotel acceptable room stay trip stay trip location room hotel location service service stay average acceptable service experience average stay location,Neutral
CUST1029,Bangalore,App,1,poor trip trip stay poor experience poor terrible experience not recommended hotel stay service terrible service location room service hotel stay poor room experience room terrible service unpleasant room trip hotel poor trip location terrible unpleasant stay location trip experience not recommended terrible terrible unpleasant location trip not recommended poor experience stay experience terrible hotel trip stay room terrible poor terrible poor terrible trip terrible hotel terrible location room trip service terrible experience terrible unpleasant terrible terrible experience terrible stay room experience stay hotel experience room unpleasant terrible terrible location room terrible experience terrible trip location location unpleasant poor location not recommended room trip location terrible terrible terrible poor terrible hotel experience experience terrible unpleasant experience stay trip not recommended service stay terrible room terrible hotel hotel stay poor room not recommended trip room room terrible not recommended poor trip trip service trip service location service stay experience unpleasant trip unpleasant room hotel unpleasant room unpleasant stay,Negative
CUST1030,Goa,App,4,location enjoyable location fantastic hotel enjoyable great service service amazing hotel location amazing fantastic hotel experience room stay great service enjoyable fantastic amazing enjoyable enjoyable service great service hotel fantastic experience room trip hotel room great service service amazing amazing location enjoyable fantastic amazing experience amazing enjoyable fantastic stay stay amazing service fantastic room fantastic enjoyable room room service great service amazing amazing amazing service room enjoyable fantastic experience service great service hotel amazing service room fantastic room great service experience service location,Positive
CUST1031,Mumbai,App,3,trip location service acceptable okay acceptable okay stay acceptable room decent okay acceptable location location acceptable okay trip stay trip trip trip service location service service location okay decent okay service stay location acceptable room acceptable okay trip room acceptable location okay decent room hotel okay acceptable stay service hotel room hotel hotel acceptable location decent acceptable okay okay acceptable stay hotel stay hotel room okay experience okay location okay okay hotel okay decent room okay decent okay location okay decent decent okay experience acceptable okay hotel room room service experience location stay hotel trip trip okay room location hotel room okay okay location decent service location okay trip experience trip decent room okay service trip trip decent room experience stay acceptable experience service okay service trip service acceptable okay decent stay decent room room decent service okay okay acceptable location stay acceptable okay trip location hotel location acceptable hotel decent room acceptable acceptable experience okay okay decent service trip acceptable stay okay room room stay acceptable experience stay acceptable okay hotel acceptable location room trip service trip okay okay service location decent trip okay decent hotel stay acceptable,Neutral
CUST1032,Bangalore,App,4,room room experience room service great service great service service trip location great service amazing location location great service hotel amazing trip service pleasant recommended trip service location great service location location location amazing room hotel service trip location hotel hotel hotel amazing pleasant great service fantastic experience location amazing service pleasant fantastic stay fantastic service trip room hotel hotel room great service service room pleasant service hotel pleasant room fantastic service experience great service pleasant fantastic trip fantastic great service trip great service fantastic trip recommended trip fantastic service hotel fantastic pleasant amazing stay location pleasant recommended trip trip recommended experience fantastic trip recommended trip stay amazing room pleasant great service hotel location recommended trip service great service room service experience service fantastic stay hotel pleasant trip pleasant stay experience room amazing room location amazing hotel recommended great service room pleasant great service hotel trip trip trip trip stay recommended pleasant experience stay hotel amazing experience great service location room great service great service stay great service fantastic room fantastic room hotel great service amazing pleasant pleasant location hotel great service great service hotel amazing experience amazing recommended service hotel,Positive
CUST1033,Jaipur,App,4,enjoyable room pleasant service recommended trip stay location fantastic pleasant fantastic fantastic fantastic enjoyable experience location experience fantastic fantastic enjoyable stay great service enjoyable service service service great service room pleasant stay great service experience great service great service recommended great service location experience hotel great service hotel pleasant service recommended location enjoyable pleasant pleasant enjoyable great service enjoyable trip service hotel pleasant hotel enjoyable pleasant location room enjoyable enjoyable location room stay experience experience enjoyable location recommended service experience fantastic pleasant hotel experience enjoyable location trip recommended pleasant pleasant service experience trip service pleasant room trip enjoyable hotel service location fantastic trip experience experience fantastic recommended great service hotel fantastic trip stay room fantastic experience stay recommended stay enjoyable enjoyable recommended stay room service experience great service pleasant service service enjoyable hotel enjoyable enjoyable location room hotel fantastic fantastic fantastic room service great service great service pleasant enjoyable recommended enjoyable pleasant fantastic enjoyable service recommended trip room fantastic enjoyable pleasant enjoyable service stay recommended service recommended room trip hotel experience hotel enjoyable recommended pleasant experience service fantastic service great service enjoyable great service service experience fantastic fantastic recommended recommended pleasant recommended experience,Positive
CUST1034,Bangalore,Web,4,trip amazing amazing amazing location room amazing service room amazing service location enjoyable trip room amazing trip stay location amazing enjoyable stay room amazing room hotel service hotel room great service trip service hotel room service room experience amazing amazing experience great service amazing recommended amazing enjoyable location recommended service amazing hotel amazing amazing experience service amazing service amazing great service service experience great service amazing hotel amazing room hotel stay enjoyable service amazing service enjoyable amazing experience recommended amazing recommended stay amazing amazing experience experience amazing great service amazing recommended location recommended location enjoyable amazing amazing trip great service amazing amazing great service amazing trip enjoyable hotel enjoyable great service amazing hotel room location amazing stay amazing recommended location hotel stay stay amazing trip trip great service amazing amazing enjoyable amazing amazing hotel location experience service amazing service room trip great service stay stay room stay trip location location amazing room recommended great service location amazing location amazing recommended amazing enjoyable great service amazing amazing amazing amazing enjoyable enjoyable amazing location room amazing,Positive
CUST1035,Bangalore,App,4,trip great service fantastic enjoyable experience experience trip hotel experience experience great service great service stay service great service service service great service great service fantastic amazing room service location service room trip room great service hotel amazing hotel hotel room fantastic fantastic amazing stay trip fantastic great service amazing hotel fantastic room great service fantastic stay great service location great service experience amazing great service great service experience fantastic enjoyable fantastic stay experience fantastic enjoyable fantastic hotel great service great service hotel trip hotel trip service great service service room great service enjoyable room great service great service hotel hotel great service stay fantastic fantastic room fantastic fantastic fantastic experience service room,Positive
CUST1036,Bangalore,App,4,room experience enjoyable experience service great service trip great service pleasant experience service room trip recommended experience service room room hotel recommended stay recommended enjoyable service recommended experience recommended room experience recommended hotel fantastic recommended great service room enjoyable experience pleasant recommended experience service recommended location pleasant service room recommended stay stay service,Positive
CUST1037,Bangalore,Web,5,great service experience stay enjoyable recommended location great service great service recommended enjoyable service trip great service stay room trip location great service great service great service great service recommended trip recommended great service great service enjoyable great service hotel experience stay experience trip recommended location great service recommended great service location great service hotel recommended great service experience great service location trip great service recommended great service room recommended recommended location room great service room hotel recommended hotel enjoyable stay location trip great service hotel great service recommended recommended great service stay great service recommended recommended great service great service recommended recommended experience enjoyable trip room great service stay great service recommended recommended trip recommended recommended room great service great service room location room great service recommended great service recommended stay room great service,Positive
CUST1038,Jaipur,App,3,hotel service okay decent okay okay location moderate stay hotel okay room okay service location location moderate hotel trip service moderate decent decent experience okay room location,Neutral
CUST1039,Jaipur,Web,2,experience terrible service not recommended room terrible experience bad stay terrible service not recommended hotel terrible terrible not recommended terrible experience not recommended bad terrible experience experience bad terrible terrible terrible not recommended room bad not recommended not recommended not recommended room hotel not recommended hotel trip terrible stay terrible stay not recommended location terrible location stay terrible service not recommended service bad experience terrible trip experience stay not recommended service stay stay terrible experience terrible experience service service service experience location not recommended trip experience terrible location stay stay location stay room not recommended not recommended location service bad bad service service not recommended room service not recommended hotel terrible terrible stay terrible location terrible terrible room not recommended hotel location not recommended service room terrible room location hotel service location experience trip not recommended room terrible experience location stay not recommended service experience stay stay trip terrible terrible bad stay not recommended,Negative
CUST1040,Goa,Web,5,recommended recommended stay location room great service experience pleasant pleasant stay recommended amazing recommended stay experience great service service great service trip experience hotel service recommended service recommended room service service recommended room amazing stay great service location amazing recommended experience great service stay experience great service great service stay service trip location pleasant great service great service service great service great service room room service great service hotel great service hotel amazing stay hotel location great service room pleasant great service room hotel location great service trip experience great service great service great service recommended pleasant great service recommended recommended service great service hotel great service experience recommended experience great service trip great service room recommended great service trip great service great service location room great service great service location great service location great service great service great service trip recommended stay amazing great service location great service room amazing recommended great service great service great service pleasant experience hotel room trip location pleasant room hotel amazing hotel stay stay pleasant great service pleasant great service room location great service pleasant great service,Positive
CUST1041,Goa,App,5,recommended trip room experience enjoyable room recommended enjoyable enjoyable recommended room enjoyable enjoyable location recommended service hotel enjoyable enjoyable amazing recommended enjoyable service enjoyable amazing fantastic service room stay enjoyable trip fantastic recommended stay recommended trip recommended service enjoyable recommended recommended amazing recommended stay trip hotel hotel enjoyable service hotel amazing enjoyable amazing enjoyable hotel enjoyable trip experience stay hotel location,Positive
CUST1042,Goa,App,5,great service room enjoyable location experience fantastic room room enjoyable enjoyable trip trip hotel location pleasant pleasant experience enjoyable great service room enjoyable enjoyable enjoyable pleasant enjoyable location experience room experience stay enjoyable location experience hotel enjoyable great service pleasant service fantastic pleasant enjoyable fantastic enjoyable location room enjoyable fantastic room location pleasant service room enjoyable enjoyable stay experience hotel great service enjoyable fantastic pleasant great service stay fantastic location enjoyable enjoyable enjoyable experience service trip enjoyable service enjoyable enjoyable great service fantastic great service location enjoyable service room enjoyable service pleasant great service stay service enjoyable trip enjoyable fantastic enjoyable hotel experience hotel room service hotel pleasant experience great service pleasant trip enjoyable great service room pleasant great service service trip enjoyable great service enjoyable great service experience stay enjoyable great service great service enjoyable enjoyable enjoyable enjoyable service pleasant location enjoyable experience trip experience stay enjoyable trip service experience great service room service trip stay service hotel enjoyable trip great service service stay experience location location great service hotel,Positive
CUST1043,Mumbai,App,4,experience enjoyable recommended location recommended hotel amazing experience trip stay experience enjoyable service room room great service pleasant hotel recommended room room enjoyable enjoyable experience pleasant hotel enjoyable trip enjoyable experience enjoyable stay hotel enjoyable pleasant enjoyable amazing pleasant location enjoyable enjoyable recommended enjoyable enjoyable room experience trip stay location great service location amazing trip trip location hotel service service enjoyable recommended great service room hotel great service room location room amazing room recommended stay hotel enjoyable stay amazing enjoyable enjoyable enjoyable service amazing great service experience trip enjoyable great service recommended service enjoyable service great service amazing enjoyable trip recommended location stay pleasant service stay great service location great service amazing room service pleasant hotel room stay room room amazing pleasant service,Positive
CUST1044,Mumbai,Web,5,location experience recommended pleasant fantastic pleasant pleasant room room fantastic pleasant hotel pleasant room fantastic recommended fantastic fantastic fantastic amazing trip recommended pleasant pleasant room hotel experience stay pleasant pleasant room hotel stay fantastic experience pleasant fantastic pleasant fantastic pleasant recommended trip stay hotel fantastic fantastic stay hotel hotel stay location recommended pleasant location pleasant hotel stay stay room hotel experience location pleasant service location pleasant service amazing pleasant experience pleasant room trip stay service room recommended location fantastic hotel hotel pleasant location trip stay trip fantastic room trip hotel recommended room recommended location pleasant service amazing location fantastic stay experience experience location fantastic room trip stay pleasant recommended recommended fantastic hotel hotel pleasant fantastic hotel pleasant trip fantastic pleasant recommended experience service pleasant room pleasant trip hotel service location room hotel amazing location fantastic pleasant experience trip room service hotel stay location pleasant,Positive
CUST1045,Mumbai,Web,3,experience hotel service room experience decent location average acceptable room service service moderate trip average decent acceptable decent average room room trip stay decent experience trip decent experience service average decent moderate average experience acceptable trip average moderate moderate hotel location moderate,Neutral
CUST1046,Jaipur,App,4,trip fantastic trip experience stay fantastic room stay location room recommended location fantastic room location recommended location fantastic trip fantastic recommended recommended fantastic fantastic recommended stay room fantastic stay location location recommended amazing enjoyable service room,Positive
CUST1047,Mumbai,App,4,amazing amazing amazing amazing room trip trip fantastic hotel service amazing amazing hotel amazing amazing trip room hotel amazing amazing trip stay amazing service enjoyable experience trip amazing amazing room hotel,Positive
CUST1048,Bangalore,App,4,hotel amazing room room pleasant location room trip stay fantastic trip service pleasant amazing enjoyable hotel trip enjoyable pleasant hotel hotel service stay amazing stay enjoyable location,Positive
